num,item,block,verdict,basis,gap_id,note,baseline_revision,prior_verdict
567,"Tooling config synthesizer (tsconfig, lint, bundler)",7 Scaffolding and Templates,COVERED_FAMILY,FAMILY,,"Technology resolver, android-gradle/architecture experts, project handbook: BS §5.2, §79.7",3c88ca4,
568,Environment file template generator,7 Scaffolding and Templates,NA,ITEM,,Not a builder mechanism or no monorepo/env-template concept,3c88ca4,
569,Folder convention enforcer,7 Scaffolding and Templates,COVERED,ITEM,,android-architecture-expert; project handbook lists directories and conventions (BS §23.1),3c88ca4,
570,Naming convention resolver,7 Scaffolding and Templates,COVERED,ITEM,,android-architecture-expert; project handbook lists directories and conventions (BS §23.1),3c88ca4,
571,File generation order planner,7 Generation Planning,COVERED_FAMILY,FAMILY,,"Kernel task graph, InterfaceAgreement, semantic reservations, mutation broker: BS §52, §54, §43",3c88ca4,
572,Interface-first generation scheduler,7 Generation Planning,COVERED_FAMILY,FAMILY,,"Kernel task graph, InterfaceAgreement, semantic reservations, mutation broker: BS §52, §54, §43",3c88ca4,
573,Shared type generator (single source of truth),7 Generation Planning,COVERED_FAMILY,FAMILY,,"Kernel task graph, InterfaceAgreement, semantic reservations, mutation broker: BS §52, §54, §43",3c88ca4,
574,Stub-then-fill generator,7 Generation Planning,COVERED_FAMILY,FAMILY,,"Kernel task graph, InterfaceAgreement, semantic reservations, mutation broker: BS §52, §54, §43",3c88ca4,
575,Generation unit sizer (scope per model call),7 Generation Planning,COVERED,ITEM,,Step narrowing to reliable recall span (TA §59.4),3c88ca4,
576,Cross-file symbol reservation,7 Generation Planning,COVERED,ITEM,,Semantic reservations (BS §54; TA §60),3c88ca4,
577,Import path resolver,7 Generation Planning,COVERED_FAMILY,FAMILY,,"Kernel task graph, InterfaceAgreement, semantic reservations, mutation broker: BS §52, §54, §43",3c88ca4,
578,Export surface planner,7 Generation Planning,COVERED_FAMILY,FAMILY,,"Kernel task graph, InterfaceAgreement, semantic reservations, mutation broker: BS §52, §54, §43",3c88ca4,
579,Per-file generation checkpointer,7 Generation Planning,COVERED_FAMILY,FAMILY,,"Kernel task graph, InterfaceAgreement, semantic reservations, mutation broker: BS §52, §54, §43",3c88ca4,
580,Partial regeneration planner,7 Generation Planning,COVERED,ITEM,,Targeted repair without broad regeneration (CAP.ANDROID.REGRESSION_REPAIR),3c88ca4,
581,Cross-file consistency checker,7 Generation Consistency,COVERED_FAMILY,FAMILY,,"Cross-file contracts, repository graph, compile/AST validation: BS §43; TA §47",3c88ca4,
582,Symbol table maintainer,7 Generation Consistency,COVERED_FAMILY,FAMILY,,"Cross-file contracts, repository graph, compile/AST validation: BS §43; TA §47",3c88ca4,
583,Undefined reference detector,7 Generation Consistency,COVERED_FAMILY,FAMILY,,"Cross-file contracts, repository graph, compile/AST validation: BS §43; TA §47",3c88ca4,
584,Call signature mismatch detector,7 Generation Consistency,COVERED_FAMILY,FAMILY,,"Cross-file contracts, repository graph, compile/AST validation: BS §43; TA §47",3c88ca4,
585,Type contract propagator,7 Generation Consistency,COVERED_FAMILY,FAMILY,,"Cross-file contracts, repository graph, compile/AST validation: BS §43; TA §47",3c88ca4,
586,Naming drift detector,7 Generation Consistency,NOT_STATED,ITEM,,Naming drift across generated files not explicitly checked,3c88ca4,
587,Duplicate implementation detector,7 Generation Consistency,COVERED_FAMILY,FAMILY,,"Cross-file contracts, repository graph, compile/AST validation: BS §43; TA §47",3c88ca4,
588,"Placeholder residue detector (TODO, lorem, FIXME)",7 Generation Consistency,COVERED,ITEM,,PlaceholderResidueDetector (TA §47.4; BS §43.1) — verified present at 495eb14 (added after the 3c88ca4 audit baseline),495eb14,GAP
589,"Truncated file detector (unbalanced braces, cut-off endings)",7 Generation Consistency,COVERED_FAMILY,FAMILY,,"Cross-file contracts, repository graph, compile/AST validation: BS §43; TA §47",3c88ca4,
590,Fake data leftover detector (mock data shipped as real),7 Generation Consistency,COVERED,ITEM,,MockResidualDetector (TA §47.4) — verified present at 495eb14 (added after the 3c88ca4 audit baseline),495eb14,GAP
591,Compile-before-commit gate,7 Generation Quality Gates,COVERED_FAMILY,FAMILY,,"Verification-in-loop, quality skills, anti-pattern detector: BS §57; TA §47.4",3c88ca4,
592,Lint-before-commit gate,7 Generation Quality Gates,COVERED_FAMILY,FAMILY,,"Verification-in-loop, quality skills, anti-pattern detector: BS §57; TA §47.4",3c88ca4,
593,Idempotent regeneration checker,7 Generation Quality Gates,NA,ITEM,,Generation is not template regeneration,3c88ca4,
594,Generation determinism scorer,7 Generation Quality Gates,NA,ITEM,,Generation is not template regeneration,3c88ca4,
595,Generated code style normalizer,7 Generation Quality Gates,COVERED_FAMILY,FAMILY,,"Verification-in-loop, quality skills, anti-pattern detector: BS §57; TA §47.4",3c88ca4,
596,Generated-file marker stamper,7 Generation Quality Gates,NOT_STATED,ITEM,,Low value: generated project is a normal user-owned project,3c88ca4,
597,License header injector,7 Generation Quality Gates,NOT_STATED,ITEM,,Low value: generated project is a normal user-owned project,3c88ca4,
598,Generated vs handwritten region tracker,7 Generation Quality Gates,COVERED,ITEM,,"Ownership classification (BS §55); AndroidAntiPatternDetector and prohibited-pattern table (TA §47.4, §73.2); skill library (BS §79.7); workerRunId in worker records and provider/model in activity log (BS §10.6)",3c88ca4,
599,"Banned construct scanner (eval, untyped casts, empty catch)",7 Generation Quality Gates,COVERED,ITEM,,"Ownership classification (BS §55); AndroidAntiPatternDetector and prohibited-pattern table (TA §47.4, §73.2); skill library (BS §79.7); workerRunId in worker records and provider/model in activity log (BS §10.6)",3c88ca4,
600,"Codegen provenance recorder (prompt, model, version per file)",7 Generation Quality Gates,COVERED,ITEM,,"Ownership classification (BS §55); AndroidAntiPatternDetector and prohibited-pattern table (TA §47.4, §73.2); skill library (BS §79.7); workerRunId in worker records and provider/model in activity log (BS §10.6)",3c88ca4,
601,Framework idiom library,7 Idiom and API Correctness,COVERED,ITEM,,"Ownership classification (BS §55); AndroidAntiPatternDetector and prohibited-pattern table (TA §47.4, §73.2); skill library (BS §79.7); workerRunId in worker records and provider/model in activity log (BS §10.6)",3c88ca4,
602,Framework version-aware API selector,7 Idiom and API Correctness,COVERED_FAMILY,FAMILY,,"Skill library, prohibited-pattern table, dependency verification: BS §79.7, §58.3; TA §73.2",3c88ca4,
603,Deprecated API avoidance filter,7 Idiom and API Correctness,COVERED,ITEM,,"Ownership classification (BS §55); AndroidAntiPatternDetector and prohibited-pattern table (TA §47.4, §73.2); skill library (BS §79.7); workerRunId in worker records and provider/model in activity log (BS §10.6)",3c88ca4,
604,Hallucinated API detector,7 Idiom and API Correctness,PARTIAL,ITEM,,Unresolved references are caught by syntax/compile validation; no explicit nonexistent-API check,3c88ca4,
605,Hallucinated package detector,7 Idiom and API Correctness,COVERED,ITEM,,Name resembling a known package is flagged; unresolved dependencies rejected (BS §58.3),3c88ca4,
606,Type definition usage verifier,7 Idiom and API Correctness,COVERED_FAMILY,FAMILY,,"Skill library, prohibited-pattern table, dependency verification: BS §79.7, §58.3; TA §73.2",3c88ca4,
607,Language pitfall catalog,7 Idiom and API Correctness,COVERED,ITEM,,"Ownership classification (BS §55); AndroidAntiPatternDetector and prohibited-pattern table (TA §47.4, §73.2); skill library (BS §79.7); workerRunId in worker records and provider/model in activity log (BS §10.6)",3c88ca4,
608,Async and concurrency pattern enforcer,7 Idiom and API Correctness,COVERED_FAMILY,FAMILY,,"Skill library, prohibited-pattern table, dependency verification: BS §79.7, §58.3; TA §73.2",3c88ca4,
609,Error handling idiom enforcer,7 Idiom and API Correctness,NOT_STATED,ITEM,,Swallowed-error idioms not listed in the anti-pattern table,3c88ca4,
610,State management pattern selector,7 Idiom and API Correctness,COVERED_FAMILY,FAMILY,,"Skill library, prohibited-pattern table, dependency verification: BS §79.7, §58.3; TA §73.2",3c88ca4,
611,Toolchain detector,8 Toolchain Provisioning,COVERED_FAMILY,FAMILY,,"Toolchain authority, environment preflight/repair: BS §9, §79; TA §11, §49",3c88ca4,
612,Runtime version provisioner,8 Toolchain Provisioning,COVERED_FAMILY,FAMILY,,"Toolchain authority, environment preflight/repair: BS §9, §79; TA §11, §49",3c88ca4,
613,SDK installer,8 Toolchain Provisioning,COVERED_FAMILY,FAMILY,,"Toolchain authority, environment preflight/repair: BS §9, §79; TA §11, §49",3c88ca4,
614,Toolchain version pinner,8 Toolchain Provisioning,COVERED_FAMILY,FAMILY,,"Toolchain authority, environment preflight/repair: BS §9, §79; TA §11, §49",3c88ca4,
615,Offline package mirror manager,8 Toolchain Provisioning,COVERED_FAMILY,FAMILY,,"Toolchain authority, environment preflight/repair: BS §9, §79; TA §11, §49",3c88ca4,
616,Disk space preflight,8 Toolchain Provisioning,COVERED_FAMILY,FAMILY,,"Toolchain authority, environment preflight/repair: BS §9, §79; TA §11, §49",3c88ca4,
617,Port availability preflight,8 Toolchain Provisioning,COVERED_FAMILY,FAMILY,,"Toolchain authority, environment preflight/repair: BS §9, §79; TA §11, §49",3c88ca4,
618,Permission and elevation preflight,8 Toolchain Provisioning,COVERED,ITEM,,environment-preflight skill; elevation prompt handling (BS §4.2),3c88ca4,
619,"OS quirk handler (long paths, line endings, case sensitivity)",8 Toolchain Provisioning,PARTIAL,ITEM,GAP-10,"GAP-10: long paths, atomic writes, file locking covered (BS §79.7, §79.14); Defender/antivirus interference not mentioned",3c88ca4,
620,Environment snapshot recorder,8 Toolchain Provisioning,COVERED_FAMILY,FAMILY,,"Toolchain authority, environment preflight/repair: BS §9, §79; TA §11, §49",3c88ca4,
621,Build command inferencer,8 Build Orchestration,COVERED_FAMILY,FAMILY,,Toolchain authority and build supervision: TA §49; BS §72,3c88ca4,
622,Incremental build planner,8 Build Orchestration,COVERED_FAMILY,FAMILY,,Toolchain authority and build supervision: TA §49; BS §72,3c88ca4,
623,Build cache manager,8 Build Orchestration,COVERED_FAMILY,FAMILY,,Toolchain authority and build supervision: TA §49; BS §72,3c88ca4,
624,Build step DAG executor,8 Build Orchestration,NA,ITEM,,Gradle owns the build DAG; reproducibility levels are artifact-level (BS §5.7.1),3c88ca4,
625,Build timeout supervisor,8 Build Orchestration,COVERED_FAMILY,FAMILY,,Toolchain authority and build supervision: TA §49; BS §72,3c88ca4,
626,Build log streamer,8 Build Orchestration,COVERED_FAMILY,FAMILY,,Toolchain authority and build supervision: TA §49; BS §72,3c88ca4,
627,Build artifact registry,8 Build Orchestration,COVERED_FAMILY,FAMILY,,Toolchain authority and build supervision: TA §49; BS §72,3c88ca4,
628,Build reproducibility checker,8 Build Orchestration,NA,ITEM,,Gradle owns the build DAG; reproducibility levels are artifact-level (BS §5.7.1),3c88ca4,
629,Parallel build scheduler,8 Build Orchestration,COVERED_FAMILY,FAMILY,,Toolchain authority and build supervision: TA §49; BS §72,3c88ca4,
630,Build resource throttler,8 Build Orchestration,COVERED_FAMILY,FAMILY,,Toolchain authority and build supervision: TA §49; BS §72,3c88ca4,
631,Compiler error parser,8 Error Intelligence,COVERED_FAMILY,FAMILY,,"FailureModeRecord catalogue, repair registry, android-build-repair: BS §47.4; TA §51",3c88ca4,
632,Cross-tool error normalizer,8 Error Intelligence,COVERED_FAMILY,FAMILY,,"FailureModeRecord catalogue, repair registry, android-build-repair: BS §47.4; TA §51",3c88ca4,
633,Error signature fingerprinter,8 Error Intelligence,COVERED_FAMILY,FAMILY,,"FailureModeRecord catalogue, repair registry, android-build-repair: BS §47.4; TA §51",3c88ca4,
634,Error taxonomy classifier,8 Error Intelligence,COVERED_FAMILY,FAMILY,,"FailureModeRecord catalogue, repair registry, android-build-repair: BS §47.4; TA §51",3c88ca4,
635,Cascade root error finder (first error vs downstream noise),8 Error Intelligence,COVERED_FAMILY,FAMILY,,"FailureModeRecord catalogue, repair registry, android-build-repair: BS §47.4; TA §51",3c88ca4,
636,Error-to-file locator,8 Error Intelligence,COVERED,ITEM,,Regression localization (BS §62; TA §63),3c88ca4,
637,Known error solution store,8 Error Intelligence,COVERED,ITEM,,Repair registry (TA §51.1),3c88ca4,
638,Error frequency tracker,8 Error Intelligence,COVERED_FAMILY,FAMILY,,"FailureModeRecord catalogue, repair registry, android-build-repair: BS §47.4; TA §51",3c88ca4,
639,Environment vs code error separator,8 Error Intelligence,COVERED_FAMILY,FAMILY,,"FailureModeRecord catalogue, repair registry, android-build-repair: BS §47.4; TA §51",3c88ca4,
640,LLM-ready error summarizer,8 Error Intelligence,COVERED,ITEM,,Debugging worker receives focused failure output (BS §23.15),3c88ca4,
641,Patch candidate generator,8 Auto-Repair,COVERED_FAMILY,FAMILY,,"Recovery ladder, regression localization, repeated-failure detection: TA §28; BS §62, §66",3c88ca4,
642,Minimal diff patch selector,8 Auto-Repair,COVERED_FAMILY,FAMILY,,"Recovery ladder, regression localization, repeated-failure detection: TA §28; BS §62, §66",3c88ca4,
643,Patch applicability validator,8 Auto-Repair,COVERED_FAMILY,FAMILY,,"Recovery ladder, regression localization, repeated-failure detection: TA §28; BS §62, §66",3c88ca4,
644,Patch blast radius estimator,8 Auto-Repair,COVERED,ITEM,,Mutation safety constraints bound transaction size (BS §43.2),3c88ca4,
645,Repair attempt budget manager,8 Auto-Repair,COVERED_FAMILY,FAMILY,,"Recovery ladder, regression localization, repeated-failure detection: TA §28; BS §62, §66",3c88ca4,
646,"Repair oscillation detector (fix A breaks B, fix B breaks A)",8 Auto-Repair,COVERED,ITEM,,RepeatedFailureDetector / StrategyChangeRequired (BS §68.13),3c88ca4,
647,Post-patch regression guard,8 Auto-Repair,COVERED,ITEM,,"CLAUSE.VERIFY.IN_LOOP; regression localization (BS §57, §62)",3c88ca4,
648,Failed patch rollback,8 Auto-Repair,COVERED_FAMILY,FAMILY,,"Recovery ladder, regression localization, repeated-failure detection: TA §28; BS §62, §66",3c88ca4,
649,"Repair escalation ladder (line fix, file regen, replan)",8 Auto-Repair,COVERED_FAMILY,FAMILY,,"Recovery ladder, regression localization, repeated-failure detection: TA §28; BS §62, §66",3c88ca4,
650,Repair outcome recorder,8 Auto-Repair,COVERED_FAMILY,FAMILY,,"Recovery ladder, regression localization, repeated-failure detection: TA §28; BS §62, §66",3c88ca4,
651,App launch smoke tester,8 Runtime Smoke Verification,COVERED_FAMILY,FAMILY,,"android-install-launch, runtime-diagnostics, interaction-validation, AndroidScreenGraph",3c88ca4,
652,Health endpoint prober,8 Runtime Smoke Verification,COVERED_FAMILY,FAMILY,,"android-install-launch, runtime-diagnostics, interaction-validation, AndroidScreenGraph",3c88ca4,
653,Startup crash detector,8 Runtime Smoke Verification,COVERED_FAMILY,FAMILY,,"android-install-launch, runtime-diagnostics, interaction-validation, AndroidScreenGraph",3c88ca4,
654,Console error harvester,8 Runtime Smoke Verification,COVERED,ITEM,,android-runtime-diagnostics; android-network-debugging,3c88ca4,
655,Network failure harvester,8 Runtime Smoke Verification,COVERED,ITEM,,android-runtime-diagnostics; android-network-debugging,3c88ca4,
656,Headless UI driver,8 Runtime Smoke Verification,COVERED_FAMILY,FAMILY,,"android-install-launch, runtime-diagnostics, interaction-validation, AndroidScreenGraph",3c88ca4,
657,Screenshot capture pipeline,8 Runtime Smoke Verification,COVERED_FAMILY,FAMILY,,"android-install-launch, runtime-diagnostics, interaction-validation, AndroidScreenGraph",3c88ca4,
658,Blank screen detector,8 Runtime Smoke Verification,COVERED_FAMILY,FAMILY,,"android-install-launch, runtime-diagnostics, interaction-validation, AndroidScreenGraph",3c88ca4,
659,Screen reachability crawler,8 Runtime Smoke Verification,COVERED,ITEM,,AndroidScreenGraph with reachable/unreachable/dead-end nodes (schemas:4190-4202),3c88ca4,
660,Dead control detector (click does nothing),8 Runtime Smoke Verification,COVERED,ITEM,,AndroidScreenGraph with reachable/unreachable/dead-end nodes (schemas:4190-4202),3c88ca4,
661,Unit test synthesizer,9 Test Generation,COVERED_FAMILY,FAMILY,,Stateful E2E engine and android-testing-expert: TA §62; BS §56,3c88ca4,
662,Integration test synthesizer,9 Test Generation,COVERED_FAMILY,FAMILY,,Stateful E2E engine and android-testing-expert: TA §62; BS §56,3c88ca4,
663,End-to-end scenario synthesizer,9 Test Generation,COVERED_FAMILY,FAMILY,,Stateful E2E engine and android-testing-expert: TA §62; BS §56,3c88ca4,
664,Property-based test generator,9 Test Generation,COVERED_FAMILY,FAMILY,,Stateful E2E engine and android-testing-expert: TA §62; BS §56,3c88ca4,
665,Boundary value generator,9 Test Generation,COVERED_FAMILY,FAMILY,,Stateful E2E engine and android-testing-expert: TA §62; BS §56,3c88ca4,
666,Test data factory generator,9 Test Generation,COVERED_FAMILY,FAMILY,,Stateful E2E engine and android-testing-expert: TA §62; BS §56,3c88ca4,
667,Negative path test generator,9 Test Generation,COVERED_FAMILY,FAMILY,,Stateful E2E engine and android-testing-expert: TA §62; BS §56,3c88ca4,
668,Contract test generator,9 Test Generation,COVERED_FAMILY,FAMILY,,Stateful E2E engine and android-testing-expert: TA §62; BS §56,3c88ca4,
669,Snapshot test generator,9 Test Generation,COVERED_FAMILY,FAMILY,,Stateful E2E engine and android-testing-expert: TA §62; BS §56,3c88ca4,
670,Bug report to regression test generator,9 Test Generation,PARTIAL,ITEM,GAP-6,GAP-6: no rule to turn a user-reported defect into a failing reproduction scenario before repair (0 hits),3c88ca4,
671,Test runner selector,9 Test Execution,COVERED_FAMILY,FAMILY,,Verification orchestrator; flaky/quarantine handling: TA §64; BS §57,3c88ca4,
672,Test sharding scheduler,9 Test Execution,COVERED_FAMILY,FAMILY,,Verification orchestrator; flaky/quarantine handling: TA §64; BS §57,3c88ca4,
673,Test isolation enforcer,9 Test Execution,COVERED_FAMILY,FAMILY,,Verification orchestrator; flaky/quarantine handling: TA §64; BS §57,3c88ca4,
674,Test environment seeder,9 Test Execution,COVERED_FAMILY,FAMILY,,Verification orchestrator; flaky/quarantine handling: TA §64; BS §57,3c88ca4,
675,Retry-with-diagnosis policy,9 Test Execution,COVERED_FAMILY,FAMILY,,Verification orchestrator; flaky/quarantine handling: TA §64; BS §57,3c88ca4,
676,Test timeout tuner,9 Test Execution,COVERED,ITEM,,Configurable liveness timeouts (BS §80.3 defaults),3c88ca4,
677,Test result aggregator,9 Test Execution,COVERED_FAMILY,FAMILY,,Verification orchestrator; flaky/quarantine handling: TA §64; BS §57,3c88ca4,
678,Failure clustering engine,9 Test Execution,COVERED_FAMILY,FAMILY,,Verification orchestrator; flaky/quarantine handling: TA §64; BS §57,3c88ca4,
679,Failing test log slicer,9 Test Execution,COVERED,ITEM,,Debugging worker receives focused failure output (BS §23.15),3c88ca4,
680,Quarantine manager,9 Test Execution,COVERED_FAMILY,FAMILY,,Verification orchestrator; flaky/quarantine handling: TA §64; BS §57,3c88ca4,
681,Mutation testing engine,9 Test Quality,COVERED,ITEM,,Fault-injection proof of non-vacuous assertions (BS §57.5); CLAUSE.VERIFY.NON_VACUITY,3c88ca4,
682,Mutation survivor analyzer,9 Test Quality,COVERED,ITEM,,Fault-injection proof of non-vacuous assertions (BS §57.5); CLAUSE.VERIFY.NON_VACUITY,3c88ca4,
683,Tautological assertion detector,9 Test Quality,COVERED,ITEM,,Fault-injection proof of non-vacuous assertions (BS §57.5); CLAUSE.VERIFY.NON_VACUITY,3c88ca4,
684,Right-answer-wrong-reason detector,9 Test Quality,COVERED,ITEM,,Fault-injection proof of non-vacuous assertions (BS §57.5); CLAUSE.VERIFY.NON_VACUITY,3c88ca4,
685,Coverage-guided test augmenter,9 Test Quality,GAP,ITEM,GAP-3,"GAP-3: no code-coverage measurement (0 hits for JaCoCo/Kover/line/branch coverage); ""test coverage"" is named as a review dimension only (BS §47.3)",3c88ca4,
686,Test determinism verifier,9 Test Quality,COVERED_FAMILY,FAMILY,,"Assertion-quality fault injection (BS §57.5), NON_VACUITY, traceability",3c88ca4,
687,Test data leakage detector,9 Test Quality,COVERED,ITEM,,TestDataLeakageDetector (TA §62.5.1) — verified present at 495eb14 (added after the 3c88ca4 audit baseline),495eb14,NOT_STATED
688,Test suite runtime budgeter,9 Test Quality,NOT_STATED,ITEM,,"App-design detail, not stated",3c88ca4,
689,Test-to-requirement alignment scorer,9 Test Quality,COVERED,ITEM,,Requirement->test traceability (BS §47.5),3c88ca4,
690,Test maintenance cost estimator,9 Test Quality,NOT_STATED,ITEM,,Low value,3c88ca4,
691,Load test generator,9 Non-Functional Testing,OUT_OF_SCOPE,ITEM,,Server load testing,3c88ca4,
692,Soak test scheduler,9 Non-Functional Testing,PARTIAL,ITEM,,android-process-memory-expert covers heap growth; no soak scheduling stated,3c88ca4,
693,Chaos injection harness,9 Non-Functional Testing,PARTIAL,ITEM,,"Process death, permission denial, offline states are required E2E dimensions (ADR-235); no fault injection into the generated app",3c88ca4,
694,Fuzz input generator,9 Non-Functional Testing,PARTIAL,ITEM,,Invalid-input dimension present (ADR-235); no randomized fuzz/monkey pass (0 hits),3c88ca4,
695,Accessibility audit runner,9 Non-Functional Testing,COVERED,ITEM,,android-accessibility-validation; android-visual-validation; Device Matrix; android-process-memory-expert; android-network-debugging,3c88ca4,
696,Visual regression differ,9 Non-Functional Testing,COVERED,ITEM,,android-accessibility-validation; android-visual-validation; Device Matrix; android-process-memory-expert; android-network-debugging,3c88ca4,
697,Device and browser matrix runner,9 Non-Functional Testing,COVERED,ITEM,,android-accessibility-validation; android-visual-validation; Device Matrix; android-process-memory-expert; android-network-debugging,3c88ca4,
698,Long-run memory leak detector,9 Non-Functional Testing,COVERED,ITEM,,android-accessibility-validation; android-visual-validation; Device Matrix; android-process-memory-expert; android-network-debugging,3c88ca4,
699,Startup time regression tracker,9 Non-Functional Testing,COVERED,ITEM,,StartupRegressionTracker (TA §62.1.2) — verified present at 495eb14 (added after the 3c88ca4 audit baseline),495eb14,PARTIAL
700,Poor network scenario tester,9 Non-Functional Testing,COVERED,ITEM,,android-accessibility-validation; android-visual-validation; Device Matrix; android-process-memory-expert; android-network-debugging,3c88ca4,
701,Entity-to-schema deriver,10 Schema Design,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
702,Cardinality inferrer,10 Schema Design,COVERED,ITEM,,"android-data-expert (Room entities/relationships/migrations, offline-first); seed data in E2E (BS §28.2); sync conflict semantics declared beyond NL spec (BS §5.4)",3c88ca4,
703,Normalization advisor,10 Schema Design,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
704,Index recommender,10 Schema Design,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
705,Constraint synthesizer,10 Schema Design,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
706,Table and column naming policy,10 Schema Design,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
707,Audit and soft-delete policy,10 Schema Design,NOT_STATED,ITEM,,"App-design detail, not stated",3c88ca4,
708,Multi-tenancy pattern selector,10 Schema Design,OUT_OF_SCOPE,ITEM,,Server-side data concerns; backend is a supporting dependency only (BS §5.7.8),3c88ca4,
709,"Datastore selector (relational, document, key-value, local)",10 Schema Design,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
710,Schema-to-type generator,10 Schema Design,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
711,Migration script generator,10 Migrations and Data Evolution,COVERED,ITEM,,"android-data-expert (Room entities/relationships/migrations, offline-first); seed data in E2E (BS §28.2); sync conflict semantics declared beyond NL spec (BS §5.4)",3c88ca4,
712,"Migration safety analyzer (locks, data loss)",10 Migrations and Data Evolution,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
713,Migration ordering resolver,10 Migrations and Data Evolution,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
714,Down-migration generator,10 Migrations and Data Evolution,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
715,Zero-downtime migration planner,10 Migrations and Data Evolution,OUT_OF_SCOPE,ITEM,,Server-side data concerns; backend is a supporting dependency only (BS §5.7.8),3c88ca4,
716,Schema diff engine,10 Migrations and Data Evolution,COVERED,ITEM,,"android-data-expert (Room entities/relationships/migrations, offline-first); seed data in E2E (BS §28.2); sync conflict semantics declared beyond NL spec (BS §5.4)",3c88ca4,
717,Data backfill planner,10 Migrations and Data Evolution,NA,ITEM,,Room migrations and seedData cover the Android-side need,3c88ca4,
718,Seed data generator,10 Migrations and Data Evolution,COVERED,ITEM,,"android-data-expert (Room entities/relationships/migrations, offline-first); seed data in E2E (BS §28.2); sync conflict semantics declared beyond NL spec (BS §5.4)",3c88ca4,
719,Fixture realism scorer,10 Migrations and Data Evolution,NA,ITEM,,Room migrations and seedData cover the Android-side need,3c88ca4,
720,App-to-schema version gate,10 Migrations and Data Evolution,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
721,N+1 query detector,10 Query and Data Access,NA,ITEM,,Room migrations and seedData cover the Android-side need,3c88ca4,
722,Query plan analyzer,10 Query and Data Access,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
723,Injection-safe query checker,10 Query and Data Access,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
724,Transaction boundary planner,10 Query and Data Access,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
725,Connection pool sizer,10 Query and Data Access,OUT_OF_SCOPE,ITEM,,Server-side data concerns; backend is a supporting dependency only (BS §5.7.8),3c88ca4,
726,Cache layer selector,10 Query and Data Access,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
727,Cache invalidation planner,10 Query and Data Access,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
728,Pagination strategy selector,10 Query and Data Access,NOT_STATED,ITEM,,"App-design detail, not stated",3c88ca4,
729,Bulk operation optimizer,10 Query and Data Access,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
730,Repository layer generator,10 Query and Data Access,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
731,Offline-first strategy selector,10 Local Data and Sync,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
732,Local store selector,10 Local Data and Sync,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
733,Sync protocol designer,10 Local Data and Sync,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
734,Conflict resolution policy generator,10 Local Data and Sync,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
735,Delta sync planner,10 Local Data and Sync,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
736,Outbox retry queue generator,10 Local Data and Sync,COVERED,ITEM,,"android-data-expert (Room entities/relationships/migrations, offline-first); seed data in E2E (BS §28.2); sync conflict semantics declared beyond NL spec (BS §5.4)",3c88ca4,
737,Encryption-at-rest planner,10 Local Data and Sync,COVERED_FAMILY,FAMILY,,android-data-expert (Room/DataStore/migrations/offline-first): BS §79.7,3c88ca4,
